Gene_symbol	Gene_Ensembl_ID	Dataset	Disease	x_labels	mean	median	sd	plot_api	MONDO	RMTL	EFO
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	Chordoma	Chordoma (N = 6)	0.36	0.16	0.48		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Blood (N = 755)	0.05	0.03	0.08		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Liver (N = 226)	0.48	0.13	1.12		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Lung (N = 578)	0.69	0.29	1.5		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Testis (N = 361)	6.66	6.82	1.7		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Chordoma	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0008978	Relevant Molecular Target (RMTL version 1.0)	EFO_0003820
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Craniopharyngioma (N = 15)	0.94	0.5	1.36		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Blood (N = 755)	0.05	0.03	0.08		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Kidney - Cortex (N = 85)	1.59	1.02	1.75		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Liver (N = 226)	0.48	0.13	1.12		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Lung (N = 578)	0.69	0.29	1.5		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Minor Salivary Gland (N = 162)	6.39	4.85	5.7		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Muscle - Skeletal (N = 803)	0.14	0.09	0.17		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Nerve - Tibial (N = 619)	8.16	7.52	4.16		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Ovary (N = 180)	4.08	2.95	3.87		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Pancreas (N = 328)	0.12	0.08	0.14		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Pituitary (N = 283)	0.52	0.36	0.48		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Prostate (N = 245)	0.3	0.2	0.35		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Spleen (N = 241)	0.54	0.31	0.86		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Stomach (N = 359)	2.55	1.95	2.36		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Testis (N = 361)	6.66	6.82	1.7		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Thyroid (N = 653)	5.78	5.02	3.6		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Uterus (N = 142)	0.66	0.53	0.51		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	PBTA	Craniopharyngioma	Vagina (N = 156)	0.88	0.61	0.88		MONDO_0002787	Relevant Molecular Target (RMTL version 1.0)	EFO_1000209
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Neuroblastoma (N = 209)	43.3	18.35	83.74		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Adrenal Gland (N = 258)	0.43	0.24	0.62		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Artery - Aorta (N = 432)	0.35	0.25	0.33		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Artery - Coronary (N = 240)	1.06	0.7	1.26		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Artery - Tibial (N = 663)	0.37	0.2	0.54		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Bladder (N = 21)	1.03	0.73	0.76		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Blood (N = 755)	0.05	0.03	0.08		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Amygdala (N = 152)	2.43	2.09	1.48		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Cerebellum (N = 456)	1.01	0.96	0.52		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Cortex (N = 255)	2.84	2.68	1.3		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Hippocampus (N = 197)	3.46	2.93	2.19		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Cervix - Endocervix (N = 10)	1.08	1.08	0.54		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Colon - Sigmoid (N = 373)	0.69	0.58	0.47		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Colon - Transverse (N = 406)	0.85	0.63	0.74		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Fallopian Tube (N = 9)	0.65	0.56	0.26		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	GMKF	Neuroblastoma	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41		MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
