gene	ENSG_id	cohort	cancer_group	x_labels	mean	median	sd	efo_code	mondo_code	uberon_code	plot_api
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Dysembryoplastic neuroepithelial tumor (N = 24)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Teratoma (N = 8)	2.2	0.71	3.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Teratoma (N = 8)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Pineoblastoma (N = 5)	10.77	14.31	6.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Spleen (N = 241)	0.54	0.31	0.86	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Stomach (N = 359)	2.55	1.95	2.36	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Testis (N = 361)	6.66	6.82	1.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Thyroid (N = 653)	5.78	5.02	3.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Uterus (N = 142)	0.66	0.53	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Vagina (N = 156)	0.88	0.61	0.88	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Pineoblastoma (N = 5)	Whole Blood (N = 755)	0.05	0.03	0.08	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Glial-neuronal tumor NOS (N = 7)	4.78	3.42	3.45	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Adipose - Subcutaneous (N = 663)	0.81	0.43	1.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Adipose - Visceral (Omentum) (N = 541)	0.41	0.25	0.49	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Adrenal Gland (N = 258)	0.43	0.24	0.62	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Artery - Aorta (N = 432)	0.35	0.25	0.33	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Artery - Coronary (N = 240)	1.06	0.7	1.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Artery - Tibial (N = 663)	0.37	0.2	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Bladder (N = 21)	1.03	0.73	0.76	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Amygdala (N = 152)	2.43	2.09	1.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Anterior cingulate cortex (BA24) (N = 176)	2.48	2.18	1.27	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Caudate (basal ganglia) (N = 246)	1.74	1.57	0.96	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Cerebellar Hemisphere (N = 215)	0.8	0.72	0.46	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Cerebellum (N = 241)	1.19	1.12	0.51	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Cortex (N = 255)	2.84	2.68	1.3	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Frontal Cortex (BA9) (N = 209)	2.66	2.44	1.52	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Hippocampus (N = 197)	3.46	2.93	2.19	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Hypothalamus (N = 202)	2.88	2.56	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	2.38	2.27	1.37	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Putamen (basal ganglia) (N = 205)	1.72	1.37	1.39	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Spinal cord (cervical c-1) (N = 159)	6.42	5.62	4.01	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Brain - Substantia nigra (N = 139)	3.14	2.59	2.25	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Breast - Mammary Tissue (N = 459)	0.67	0.43	0.8	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Cells - Cultured fibroblasts (N = 504)	0.01	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Cells - EBV-transformed lymphocytes (N = 174)	0.02	0	0.03	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Cervix - Ectocervix (N = 9)	0.92	0.58	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Cervix - Endocervix (N = 10)	1.08	1.08	0.54	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Colon - Sigmoid (N = 373)	0.69	0.58	0.47	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Colon - Transverse (N = 406)	0.85	0.63	0.74	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Esophagus - Gastroesophageal Junction (N = 375)	0.72	0.6	0.58	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Esophagus - Mucosa (N = 555)	0.95	0.75	0.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Esophagus - Muscularis (N = 515)	0.73	0.55	0.6	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Fallopian Tube (N = 9)	0.65	0.56	0.26	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Heart - Atrial Appendage (N = 429)	0.45	0.32	0.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Heart - Left Ventricle (N = 432)	0.36	0.23	0.41	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Kidney - Cortex (N = 85)	1.59	1.02	1.75	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Liver (N = 226)	0.48	0.13	1.12	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Lung (N = 578)	0.69	0.29	1.5	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Minor Salivary Gland (N = 162)	6.39	4.85	5.7	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Muscle - Skeletal (N = 803)	0.14	0.09	0.17	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Nerve - Tibial (N = 619)	8.16	7.52	4.16	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Ovary (N = 180)	4.08	2.95	3.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Pancreas (N = 328)	0.12	0.08	0.14	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Pituitary (N = 283)	0.52	0.36	0.48	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Prostate (N = 245)	0.3	0.2	0.35	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	2.16	0.58	4.87	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Skin - Sun Exposed (Lower leg) (N = 701)	1.4	0.63	2.42	NA	NA	NA	NA
MYCN	NA	PBTA, GTEx	Glial-neuronal tumor NOS (N = 7)	Small Intestine - Terminal Ileum (N = 187)	1.28	1.16	0.6	NA	NA	NA	NA
