Gene_Symbol	Disease	Dataset	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
MREG	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PECR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PECR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PECR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PECR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PECR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RNU7-148P	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CLIP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CLIP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MYCN	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
RPS6KA5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
THBS1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AGKP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NLGN4Y	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NLGN4Y	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AL139099.5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RN7SL1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ERC1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
ERC1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
MARCH9	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MARCH9	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEFF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEFF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEFF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEFF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
STK39	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CDK3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAPK10	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZFX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
GPN1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZNF781	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
LTBP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PID1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AP003071.2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ATRX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZNF329	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
COL1A1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CSPP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
7SK	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
POU2F1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BRAF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PID1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PID1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PID1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEFF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DDR2	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
NCOR2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZNF528	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZFX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ACHE	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
LONRF2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NARF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SREBF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CLIP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DNAH11	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AL139099.5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RN7SL1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BMPR1B	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
CDC42BPA	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
MYT1L	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
NREP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PLEC	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SRPK1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
SRPK1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
AC013652.1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CIC	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
UNC79	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SKA3	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
PRKCE	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BRAF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MED24	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
SRSF10	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DNAH11	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TAOK1	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
USP8	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AC006213.3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
HNRNPR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
HNRNPR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
HNRNPR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SPACA6	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AKAP8L	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AKAP8L	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RAB7A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CDC42BPB	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SORBS2	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
LPAR1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CACNA2D3	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
PTPRG	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PTPRG	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PTPRG	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RAF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AKAP13	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
THADA	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SIK3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZNF8	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
STAT3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
STAT3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NCOR2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEFF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZEB2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RAF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RAF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ATP8A1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NBEAP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ALK	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
CSMD2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FAM49A	Neuroblastoma	GMKF	9/344	2.62%	9/209	4.31%	0/0	
FAM49A	Neuroblastoma	GMKF	9/344	2.62%	9/209	4.31%	0/0	
GREB1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
LCLAT1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
LCLAT1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
CCAR2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
INPP5A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
LINC01719	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAT2A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AKAP13	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NRCAM	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
STAG1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
7SK	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
BRAF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NRCAM	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CTIF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
IGF2R	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
IGF2R	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CEP170	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DDX1	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
LRRFIP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BCL2L2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CUL3	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
CUL3	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
NKAIN1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAD1L1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZEB2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CIC	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CIC	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CIC	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CREBBP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CREBBP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PAFAH1B3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PICK1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NF1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
RAB5C	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TECPR2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RALGPS2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KMT5B	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
APEH	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ERC1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
SEC31A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
THAP9-AS1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KIAA1549	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ABR	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
BCL2L2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BRAF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
JAZF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
JAZF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
GRID2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
GRID2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NRIP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AGO2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CSPP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MALAT1	Neuroblastoma	GMKF	9/344	2.62%	9/209	4.31%	0/0	
RN7SL2	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
CDC42BPA	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
FBXO28	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TMEM245	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
MAD1L1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ACACA	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
UNC79	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BRAF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PVT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
JUP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
JUP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NIN	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NIN	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SYNE2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SYNE2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SYNE2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MYT1L	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
RPS25	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TRAPPC4	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CTNNA1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RANBP17	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
CADM1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
FAT3	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
ACVR2A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AL139099.5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ELAVL3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MALAT1	Neuroblastoma	GMKF	9/344	2.62%	9/209	4.31%	0/0	
RN7SL1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
C20orf194	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MGMT	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DDR2	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
RAF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RALGPS2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
VPS53	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PPP2R5C	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
PSMC3IP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PSMC3IP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZCCHC8	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
BCAS3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BCAS3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BCAS3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FYN	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
VPS53	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
VPS53	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ABR	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
ATRX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SMAD2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
7SK	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
AACSP1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
EPHA5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZNF385D	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZEB2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZEB2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DPY30	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FMN1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MEG3	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
SORL1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
ZFHX3	Neuroblastoma	GMKF	71/344	20.64%	71/209	33.97%	0/0	
E2F6	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
STAG1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KDM6A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MYT1L	Neuroblastoma	GMKF	4/344	1.16%	4/209	1.91%	0/0	
DYRK1A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
DYRK1A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FAM172A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FER	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
MAP1B	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NDST1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
C9orf3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BCR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ABR	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
BCAS3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FBXL20	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FBXL20	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
LEPR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MIR4697HG	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NF1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
PPM1E	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PPM1E	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PPM1E	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PPM1E	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TAOK1	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
TAOK1	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
TNRC6C	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
WDR45B	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
WDR45B	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KAT6A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FYN	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AKT3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NCOR2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KDM6A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AL139099.5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAST4	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RN7SL1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ATRX	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
COL1A1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
EP400	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
GPBP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
INSR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RGS5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
VPS53	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZNF284	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FAM49A	Neuroblastoma	GMKF	9/344	2.62%	9/209	4.31%	0/0	
NEK1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AC022145.2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
AC090114.3	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BRAF	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KIAA1549	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MAD1L1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
ZEB2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
NRCAM	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
B3GLCT	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
C3AR1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CAPN10	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CDO1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
CUL3	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
DDX1	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
ECHS1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
EDF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
EIF4G1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
EZH1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FAM221A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
FER	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
IKZF5	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
IPO13	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
IPO13	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
JAZF1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KAT6A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
KIAA1324L	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
MALAT1	Neuroblastoma	GMKF	9/344	2.62%	9/209	4.31%	0/0	
MEG3	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
MEG3	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
MEG3	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
MEG3	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
OSCP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PCM1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PLPP5	Neuroblastoma	GMKF	3/344	0.87%	3/209	1.44%	0/0	
PLPPR4	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PSAP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
PSAP	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
RNF115	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SEM1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SFRP1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
SRPK1	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
SYNE2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
TAOK2	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
VPS26B	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
EXOC4	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
EXOC4	Neuroblastoma	GMKF	2/344	0.58%	2/209	0.96%	0/0	
GPM6A	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
B4GALT1	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
YWHAG	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
BCR	Neuroblastoma	GMKF	1/344	0.29%	1/209	0.48%	0/0	
