symbol	geneID	prevSymbols	synonyms	name	organism
HOXA7	3204	HOX1A,HOX1		HOMEOBOX A7	human
EVL	51466		RNB6	ENAH/VASP-LIKE	human
CCNB1IP1	57820	C14ORF18	HEI10	CYCLIN B1 INTERACTING PROTEIN 1	human
LYPD3	27076		C4.4A	LY6/PLAUR DOMAIN CONTAINING 3	human
ELK2AP	2003	ELK2,ELK2P1	ELK2.1	ELK2A, MEMBER OF ETS ONCOGENE FAMILY, PSEUDOGENE	human
C1ORF64	149563		MGC24047,ERRF	CHROMOSOME 1 OPEN READING FRAME 64	human
SIAH2	6478			SIAH E3 UBIQUITIN PROTEIN LIGASE 2	human
CORO2A	7464		IR10,WDR2	CORONIN 2A	human
FCRL5	83416		FCRH5,IRTA2,BXMAS1,CD307E	FC RECEPTOR LIKE 5	human
MFHAS1	9258		MASL1,LRRC65	MALIGNANT FIBROUS HISTIOCYTOMA AMPLIFIED SEQUENCE 1	human
LMO3	55885	RBTNL2	RHOM-3,DAT1	LIM DOMAIN ONLY 3	human
ALDOB	229			ALDOLASE, FRUCTOSE-BISPHOSPHATE B	human
SERPINA1	5265	PI	AAT,A1A,PI1,ALPHA-1-ANTITRYPSIN,A1AT,ALPHA1AT	SERPIN FAMILY A MEMBER 1	human
MYCL	4610	MYCL1	LMYC,BHLHE38	V-MYC AVIAN MYELOCYTOMATOSIS VIRAL ONCOGENE LUNG CARCINOMA DERIVED HOMOLOG	human
RB1	5925	OSRC	RB,PPP1R130	RB TRANSCRIPTIONAL COREPRESSOR 1	human
NR3C2	4306	MLR	MR	NUCLEAR RECEPTOR SUBFAMILY 3 GROUP C MEMBER 2	human
GAS5	60674		SNHG2,NCRNA00030	GROWTH ARREST SPECIFIC 5 (NON-PROTEIN CODING)	human
WNT10B	7480		WNT-12,SHFM6	WNT FAMILY MEMBER 10B	human
YAP1	10413		YAP65	YES ASSOCIATED PROTEIN 1	human
NFIB	4781		NFI-RED,NFIB2,NFIB3	NUCLEAR FACTOR I B	human
RIOX2	84864	MINA	MINA53,FLJ14393,MDIG,NO52,JMJD10	RIBOSOMAL OXYGENASE 2	human
ARID1A	8289	C1ORF4,SMARCF1	B120,P270,C10RF4,BAF250,BAF250A	AT-RICH INTERACTION DOMAIN 1A	human
LCP1	3936		PLS2,CP64,L-PLASTIN,LC64P	LYMPHOCYTE CYTOSOLIC PROTEIN 1	human
CARD8	22900		TUCAN,KIAA0955,CARDINAL,NDPP,DAKAR	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 8	human
IFI30	10437		IFI-30,GILT,IP30,MGC32056,IP-30	IFI30, LYSOSOMAL THIOL REDUCTASE	human
EXT2	2132		SOTV	EXOSTOSIN GLYCOSYLTRANSFERASE 2	human
RBBP8	5932	SCKL2	CTIP,RIM,COM1	RB BINDING PROTEIN 8, ENDONUCLEASE	human
CLP1	10978		HEAB,HCLP1	CLEAVAGE AND POLYADENYLATION FACTOR I SUBUNIT 1	human
BRMS1	25855		DKFZP564A063	BREAST CANCER METASTASIS SUPPRESSOR 1	human
STARD3	10948		ES64,MLN64	STAR RELATED LIPID TRANSFER DOMAIN CONTAINING 3	human
CLDN4	1364	CPETR,CPETR1	CPE-R,WBSCR8,HCPE-R	CLAUDIN 4	human
FAM49A	81553		DKFZP566A1524,FLJ11080	FAMILY WITH SEQUENCE SIMILARITY 49 MEMBER A	human
BTG2	7832		PC3,TIS21,MGC126063,MGC126064,APRO1	BTG ANTI-PROLIFERATION FACTOR 2	human
TOP1	7150			TOPOISOMERASE (DNA) I	human
MAPRE1	22919		EB1	MICROTUBULE ASSOCIATED PROTEIN RP/EB FAMILY MEMBER 1	human
HDAC6	10013		KIAA0901,JM21,HD6,FLJ16239,PPP1R90	HISTONE DEACETYLASE 6	human
C3AR1	719		C3AR,AZ3B	COMPLEMENT C3A RECEPTOR 1	human
IL7	3574		IL-7	INTERLEUKIN 7	human
SPI1	6688		PU.1,SPI-A,OF,SFPI1,SPI-1	SPI-1 PROTO-ONCOGENE	human
TSPOAP1	9256	BZRAP1	PRAX-1,KIAA0612,RIM-BP1,RIMBP1	TSPO ASSOCIATED PROTEIN 1	human
CXCR3	2833	GPR9	CKR-L2,CMKAR3,IP10-R,MIGR,CD183	C-X-C MOTIF CHEMOKINE RECEPTOR 3	human
GPR161	23432		RE2	G PROTEIN-COUPLED RECEPTOR 161	human
SKP2	6502		FBXL1,FBL1,P45	S-PHASE KINASE ASSOCIATED PROTEIN 2	human
DLC1	10395		HP,ARHGAP7,STARD12,DLC-1,P122-RHOGAP	DLC1 RHO GTPASE ACTIVATING PROTEIN	human
MAP4K2	5871	RAB8IP	GCK,BL44	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2	human
TNFSF15	9966		TL1,VEGI,TL1A,VEGI192A,MGC129934,MGC129935	TUMOR NECROSIS FACTOR SUPERFAMILY MEMBER 15	human
SLC16A1	6566		MCT,MCT1	SOLUTE CARRIER FAMILY 16 MEMBER 1	human
TPM3	7170	NEM1	TRK	TROPOMYOSIN 3	human
ORAOV1	220064		TAOS1	ORAL CANCER OVEREXPRESSED 1	human
COL11A1	1301	COLL6	STL2,CO11A1	COLLAGEN TYPE XI ALPHA 1 CHAIN	human
WFDC1	58189		PS20	WAP FOUR-DISULFIDE CORE DOMAIN 1	human
HUS1	3364			HUS1 CHECKPOINT CLAMP COMPONENT	human
RPL22	6146		EAP,L22	RIBOSOMAL PROTEIN L22	human
CCL7	6354	SCYA6,SCYA7	MCP-3,NC28,FIC,MARC,MCP3	C-C MOTIF CHEMOKINE LIGAND 7	human
FGF5	2250			FIBROBLAST GROWTH FACTOR 5	human
RALGDS	5900		RGF,RALGEF,RGDS	RAL GUANINE NUCLEOTIDE DISSOCIATION STIMULATOR	human
CARD11	84433		CARMA1,BIMP3	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 11	human
USP3	9960			UBIQUITIN SPECIFIC PEPTIDASE 3	human
GPNMB	10457		NMB,HGFIN	GLYCOPROTEIN NMB	human
PPARD	5467		NUC1,NUCII,FAAR,NR1C2	PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR DELTA	human
IL5	3567		IL-5,EDF,TRF	INTERLEUKIN 5	human
WASF2	10163		WAVE2,SCAR2	WAS PROTEIN FAMILY MEMBER 2	human
KLK10	5655	PRSSL1	NES1	KALLIKREIN RELATED PEPTIDASE 10	human
CKS1BP7	137529	CKS1,CKS1A		CDC28 PROTEIN KINASE REGULATORY SUBUNIT 1B PSEUDOGENE 7	human
S100A14	57402		S100A15,BCMP84	S100 CALCIUM BINDING PROTEIN A14	human
RABGAP1L	9910		HHL,TBC1D18,KIAA0471,FLJ38519	RAB GTPASE ACTIVATING PROTEIN 1 LIKE	human
SEMA3B	7869	SEMAA	SEMA,SEMAV,LUCA-1,SEMA5	SEMAPHORIN 3B	human
TNFAIP3	7128		A20,OTUD7C	TNF ALPHA INDUCED PROTEIN 3	human
SP110	3431	IFI41,IFI75		SP110 NUCLEAR BODY PROTEIN	human
CCNB1	891	CCNB		CYCLIN B1	human
TNFRSF14	8764		HVEM,ATAR,TR2,LIGHTR,HVEA,CD270	TNF RECEPTOR SUPERFAMILY MEMBER 14	human
AIFM2	84883	AMID	FLJ14497,PRG3	APOPTOSIS INDUCING FACTOR, MITOCHONDRIA ASSOCIATED 2	human
PACSIN2	11252		SDPII	PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS 2	human
RECQL4	9401		RECQ4	RECQ LIKE HELICASE 4	human
KMT2C	58508	MLL3	KIAA1506,HALR	LYSINE METHYLTRANSFERASE 2C	human
NCOR2	9612		SMRT,SMRTE,TRAC-1,CTG26,TNRC14	NUCLEAR RECEPTOR COREPRESSOR 2	human
MARS	4141		METRS,SPG70,CMT2U	METHIONYL-TRNA SYNTHETASE	human
TBX2	6909			T-BOX 2	human
GEN1	348654		FLJ40869,GEN	GEN1, HOLLIDAY JUNCTION 5' FLAP ENDONUCLEASE	human
LMF1	64788	C16ORF26,TMEM112	FLJ12681,JFP11,FLJ22302,TMEM112A	LIPASE MATURATION FACTOR 1	human
MAPKAPK2	9261			MITOGEN-ACTIVATED PROTEIN KINASE-ACTIVATED PROTEIN KINASE 2	human
HIC1	3090		ZBTB29,ZNF901	HIC ZBTB TRANSCRIPTIONAL REPRESSOR 1	human
TCF7L2	6934	TCF4	TCF-4	TRANSCRIPTION FACTOR 7 LIKE 2	human
MYD88	4615			MYELOID DIFFERENTIATION PRIMARY RESPONSE 88	human
CITED2	10370		MRG1	CBP/P300 INTERACTING TRANSACTIVATOR WITH GLU/ASP RICH CARBOXY-TERMINAL DOMAIN 2	human
ASPM	259266	MCPH5	CALMBP1,ASP,FLJ10517,FLJ10549	ABNORMAL SPINDLE MICROTUBULE ASSEMBLY	human
USP39	10713		SAD1,CGI-21,SNRNP65	UBIQUITIN SPECIFIC PEPTIDASE 39	human
MAPK4	5596	PRKM4	ERK3-RELATED,ERK4	MITOGEN-ACTIVATED PROTEIN KINASE 4	human
PTPRG	5793	PTPG	RPTPG	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE G	human
TAGLN	6876		SM22,WS3-10,TAGLN1,SMCC,DKFZP686P11128	TRANSGELIN	human
SLC29A1	2030	ENT1		SOLUTE CARRIER FAMILY 29 MEMBER 1 (AUGUSTINE BLOOD GROUP)	human
RAB5C	5878	RABL	RAB5CL	RAB5C, MEMBER RAS ONCOGENE FAMILY	human
DAB2IP	153090		AF9Q34,DIP1/2,KIAA1743,AIP1	DAB2 INTERACTING PROTEIN	human
TRB	6957	TCRB,TRB@		T-CELL RECEPTOR BETA LOCUS	human
SCARB1	949	CD36L1	SRB1,CLA-1,CLA1,SR-BI	SCAVENGER RECEPTOR CLASS B MEMBER 1	human
PIM3	415116			PIM-3 PROTO-ONCOGENE, SERINE/THREONINE KINASE	human
PTPRH	5794		SAP-1	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE H	human
ERBB3	2065	LCCS2	HER3	ERB-B2 RECEPTOR TYROSINE KINASE 3	human
SDHB	6390	SDH1,SDH		SUCCINATE DEHYDROGENASE COMPLEX IRON SULFUR SUBUNIT B	human
DLEU1	10301	BCMS,DLB1	BCMS1,LEU1,LINC00021,NCRNA00021,XTP6	deleted in lymphocytic leukemia	human
PCDHB7	56129		PCDH-BETA7	protocadherin beta	human
SP140	11262		LYSP100-A,LYSP100-B	SP140 nuclear body protein	human
CCND2-AS1	103752584			CCND2 antisense RNA 1	human
PBX3	5090			PBX homeobox 3	human
DLEU2	8847	BCMSUN,DLB2,RFP2OS	LEU2,LINC00022,MIR15AHG,NCRNA00022,TRIM13OS	deleted in lymphocytic leukemia 2 (non-protein coding)	human
TEC	7006		PSCTK4	tec protein tyrosine kinase	human
